Exporter,Importer,Year,Quantity
Jamaica,Portugal,2014,5299
Jamaica,Romania,2014,4788
Jamaica,Slovakia,2014,4593
Jamaica,Slovenia,2014,1344
Jamaica,Spain,2014,27024
Jamaica,Sweden,2014,10988
Jamaica,Japan,2014,38277
Jamaica,Norway,2014,3714
Jamaica,Russian Federation,2014,23730
Jamaica,Switzerland,2014,13213
Jamaica,Tunisia,2014,2299
Jamaica,United Kingdom,2014,21591
Jamaica,United States of America,2014,137794
Kenya,Austria,2014,609101
Kenya,Belgium,2014,2081726
Kenya,Bulgaria,2014,248033
Kenya,Croatia,2014,167752
Kenya,Cyprus,2014,37544
Kenya,Czechia,2014,728125
Kenya,Denmark,2014,340696
Kenya,Estonia,2014,52322
Kenya,Finland,2014,484485
Kenya,France,2014,2840605
Kenya,Germany,2014,8818177
Kenya,Greece,2014,492873
Kenya,Hungary,2014,332708
Kenya,Ireland,2014,116627
Kenya,Italy,2014,3734485
Kenya,Latvia,2014,85074
Kenya,Lithuania,2014,158166
Kenya,Luxembourg,2014,164956
Kenya,Malta,2014,9985
Kenya,Netherlands,2014,1604032
Kenya,Poland,2014,1289696
Kenya,Portugal,2014,423375
Kenya,Romania,2014,382635
Kenya,Slovakia,2014,367057
Kenya,Slovenia,2014,107441
Kenya,Spain,2014,2159212
Kenya,Sweden,2014,877904
Kenya,Japan,2014,3058284
Kenya,Norway,2014,296761
Kenya,Russian Federation,2014,1896000
Kenya,Switzerland,2014,1055641
Kenya,Tunisia,2014,183728
Kenya,United Kingdom,2014,1725053
Kenya,United States of America,2014,11009741
Lao People's Democratic Republic,Austria,2014,282062
Lao People's Democratic Republic,Belgium,2014,964004
Lao People's Democratic Republic,Bulgaria,2014,114859
Lao People's Democratic Republic,Croatia,2014,77682
Lao People's Democratic Republic,Cyprus,2014,17386
Lao People's Democratic Republic,Czechia,2014,337180
Lao People's Democratic Republic,Denmark,2014,157769
Lao People's Democratic Republic,Estonia,2014,24229
Lao People's Democratic Republic,Finland,2014,224354
Lao People's Democratic Republic,France,2014,1315425
Lao People's Democratic Republic,Germany,2014,4083512
Lao People's Democratic Republic,Greece,2014,228239
Lao People's Democratic Republic,Hungary,2014,154070
Lao People's Democratic Republic,Ireland,2014,54007
Lao People's Democratic Republic,Italy,2014,1729361
Lao People's Democratic Republic,Latvia,2014,39396
Lao People's Democratic Republic,Lithuania,2014,73243
Lao People's Democratic Republic,Luxembourg,2014,76387
Lao People's Democratic Republic,Malta,2014,4623
Lao People's Democratic Republic,Netherlands,2014,742793
Lao People's Democratic Republic,Poland,2014,597231
Lao People's Democratic Republic,Portugal,2014,196055
Lao People's Democratic Republic,Romania,2014,177190
Lao People's Democratic Republic,Slovakia,2014,169976
Lao People's Democratic Republic,Slovenia,2014,49753
Lao People's Democratic Republic,Spain,2014,999886
Lao People's Democratic Republic,Sweden,2014,406539
Lao People's Democratic Republic,Japan,2014,1416227
Lao People's Democratic Republic,Norway,2014,137424
Lao People's Democratic Republic,Russian Federation,2014,877998
Lao People's Democratic Republic,Switzerland,2014,488846
Lao People's Democratic Republic,Tunisia,2014,85080
Lao People's Democratic Republic,United Kingdom,2014,798836
Lao People's Democratic Republic,United States of America,2014,5098378
Liberia,Austria,2014,763
Liberia,Belgium,2014,2606
Liberia,Bulgaria,2014,310
Liberia,Croatia,2014,209
Liberia,Cyprus,2014,46
Liberia,Czechia,2014,912
Liberia,Denmark,2014,426
Liberia,Estonia,2014,65
Liberia,Finland,2014,607
Liberia,France,2014,3556
Liberia,Germany,2014,11037
Liberia,Greece,2014,617
Liberia,Hungary,2014,416
Liberia,Ireland,2014,145
Liberia,Italy,2014,4674
Liberia,Latvia,2014,106
Liberia,Lithuania,2014,197
Liberia,Luxembourg,2014,206
Liberia,Malta,2014,12
Liberia,Netherlands,2014,2008
Liberia,Poland,2014,1615
Liberia,Portugal,2014,530
Liberia,Romania,2014,479
Liberia,Slovakia,2014,459
Liberia,Slovenia,2014,134
Liberia,Spain,2014,2703
Liberia,Sweden,2014,1099
Liberia,Japan,2014,3828
Liberia,Norway,2014,371
Liberia,Russian Federation,2014,2373
Liberia,Switzerland,2014,1322
Liberia,Tunisia,2014,229
Liberia,United Kingdom,2014,2160
Liberia,United States of America,2014,13780
Madagascar,Austria,2014,105202
Madagascar,Belgium,2014,359548
Madagascar,Bulgaria,2014,42839
Madagascar,Croatia,2014,28973
Madagascar,Cyprus,2014,6484
Madagascar,Czechia,2014,125759
Madagascar,Denmark,2014,58843
Madagascar,Estonia,2014,9036
Madagascar,Finland,2014,83679
Madagascar,France,2014,490618
Madagascar,Germany,2014,1523040
Madagascar,Greece,2014,85127
Madagascar,Hungary,2014,57464
Madagascar,Ireland,2014,20143
Madagascar,Italy,2014,645005
Madagascar,Latvia,2014,14693
Madagascar,Lithuania,2014,27317
Madagascar,Luxembourg,2014,28490
Madagascar,Malta,2014,1724
Madagascar,Netherlands,2014,277042
Madagascar,Poland,2014,222751
Madagascar,Portugal,2014,73124
Madagascar,Romania,2014,66088
Madagascar,Slovakia,2014,63396
Madagascar,Slovenia,2014,18556
Madagascar,Spain,2014,372931
Madagascar,Sweden,2014,151628
Madagascar,Japan,2014,528215
Madagascar,Norway,2014,51255
Madagascar,Russian Federation,2014,327470
Madagascar,Switzerland,2014,182326
Madagascar,Tunisia,2014,31732
Madagascar,United Kingdom,2014,297944
Madagascar,United States of America,2014,1901558
Malawi,Austria,2014,19821
Malawi,Belgium,2014,67741
Malawi,Bulgaria,2014,8071
Malawi,Croatia,2014,5458
Malawi,Cyprus,2014,1221
Malawi,Czechia,2014,23694
Malawi,Denmark,2014,11086
Malawi,Estonia,2014,1702
Malawi,Finland,2014,15766
Malawi,France,2014,92436
Malawi,Germany,2014,286950
Malawi,Greece,2014,16039
Malawi,Hungary,2014,10826
Malawi,Ireland,2014,3795
Malawi,Italy,2014,121523
Malawi,Latvia,2014,2768
Malawi,Lithuania,2014,5146
Malawi,Luxembourg,2014,5367
Malawi,Malta,2014,324
Malawi,Netherlands,2014,52197
Malawi,Poland,2014,41968
Malawi,Portugal,2014,13776
Malawi,Romania,2014,12451
Malawi,Slovakia,2014,11944
Malawi,Slovenia,2014,3496
Malawi,Spain,2014,70263
Malawi,Sweden,2014,28568
Malawi,Japan,2014,99519
Malawi,Norway,2014,9656
Malawi,Russian Federation,2014,61698
Malawi,Switzerland,2014,34352
Malawi,Tunisia,2014,5978
Malawi,United Kingdom,2014,56135
Malawi,United States of America,2014,358265
Mexico,Austria,2014,1890575
Mexico,Belgium,2014,6461427
Mexico,Bulgaria,2014,769866
Mexico,Croatia,2014,520682
Mexico,Cyprus,2014,116533
Mexico,Czechia,2014,2260012
Mexico,Denmark,2014,1057482
Mexico,Estonia,2014,162403
Mexico,Finland,2014,1503782
Mexico,France,2014,8816897
Mexico,Germany,2014,27370562
Mexico,Greece,2014,1529816
Mexico,Hungary,2014,1032687
Mexico,Ireland,2014,361998
Mexico,Italy,2014,11591392
Mexico,Latvia,2014,264060
Mexico,Lithuania,2014,490929
Mexico,Luxembourg,2014,512004
Mexico,Malta,2014,30993
Mexico,Netherlands,2014,4978720
Mexico,Poland,2014,4003060
Mexico,Portugal,2014,1314105
Mexico,Romania,2014,1187653
Mexico,Slovakia,2014,1139303
Mexico,Slovenia,2014,333484
Mexico,Spain,2014,6701933
Mexico,Sweden,2014,2724907
Mexico,Japan,2014,9492545
Mexico,Norway,2014,921112
Mexico,Russian Federation,2014,5884956
Mexico,Switzerland,2014,3276583
Mexico,Tunisia,2014,570271
Mexico,United Kingdom,2014,5354356
Mexico,United States of America,2014,34172912
Nepal,Austria,2014,763
Nepal,Belgium,2014,2606
Nepal,Bulgaria,2014,310
Nepal,Croatia,2014,209
Nepal,Cyprus,2014,46
Nepal,Czechia,2014,912
Nepal,Denmark,2014,426
Nepal,Estonia,2014,65
Nepal,Finland,2014,607
Nepal,France,2014,3556
Nepal,Germany,2014,11037
Nepal,Greece,2014,617
Nepal,Hungary,2014,416
Nepal,Ireland,2014,145
Nepal,Italy,2014,4674
Nepal,Latvia,2014,106
Nepal,Lithuania,2014,197
Nepal,Luxembourg,2014,206
Nepal,Malta,2014,12
Nepal,Netherlands,2014,2008
Nepal,Poland,2014,1615
Nepal,Portugal,2014,530
Nepal,Romania,2014,479
Nepal,Slovakia,2014,459
Nepal,Slovenia,2014,134
Nepal,Spain,2014,2703
Nepal,Sweden,2014,1099
Nepal,Japan,2014,3828
Nepal,Norway,2014,371
Nepal,Russian Federation,2014,2373
Nepal,Switzerland,2014,1322
Nepal,Tunisia,2014,229
Nepal,United Kingdom,2014,2160
Nepal,United States of America,2014,13780
Nicaragua,Austria,2014,1449186
Nicaragua,Belgium,2014,4952892
Nicaragua,Bulgaria,2014,590127
Nicaragua,Croatia,2014,399120
Nicaragua,Cyprus,2014,89326
Nicaragua,Czechia,2014,1732372
Nicaragua,Denmark,2014,810594
Nicaragua,Estonia,2014,124487
Nicaragua,Finland,2014,1152697
Nicaragua,France,2014,6758436
Nicaragua,Germany,2014,20980419
Nicaragua,Greece,2014,1172653
Nicaragua,Hungary,2014,791588
Nicaragua,Ireland,2014,277483
Nicaragua,Italy,2014,8885176
Nicaragua,Latvia,2014,202410
Nicaragua,Lithuania,2014,376313
Nicaragua,Luxembourg,2014,392468
Nicaragua,Malta,2014,23757
Nicaragua,Netherlands,2014,3816350
Nicaragua,Poland,2014,3068475
Nicaragua,Portugal,2014,1007303
Nicaragua,Romania,2014,910374
Nicaragua,Slovakia,2014,873313
Nicaragua,Slovenia,2014,255626
Nicaragua,Spain,2014,5137248
Nicaragua,Sweden,2014,2088730
Nicaragua,Japan,2014,7276342
Nicaragua,Norway,2014,706062
Nicaragua,Russian Federation,2014,4511009
Nicaragua,Switzerland,2014,2511607
Nicaragua,Tunisia,2014,437131
Nicaragua,United Kingdom,2014,4104287
Nicaragua,United States of America,2014,26194639
Nigeria,Austria,2014,763
Nigeria,Belgium,2014,2606
Nigeria,Bulgaria,2014,310
Nigeria,Croatia,2014,209
Nigeria,Cyprus,2014,46
Nigeria,Czechia,2014,912
Nigeria,Denmark,2014,426
Nigeria,Estonia,2014,65
Nigeria,Finland,2014,607
Nigeria,France,2014,3556
Nigeria,Germany,2014,11037
Nigeria,Greece,2014,617
Nigeria,Hungary,2014,416
Nigeria,Ireland,2014,145
Nigeria,Italy,2014,4674
Nigeria,Latvia,2014,106
Nigeria,Lithuania,2014,197
Nigeria,Luxembourg,2014,206
Nigeria,Malta,2014,12
Nigeria,Netherlands,2014,2008
Nigeria,Poland,2014,1615
Nigeria,Portugal,2014,530
Nigeria,Romania,2014,479
Nigeria,Slovakia,2014,459
Nigeria,Slovenia,2014,134
Nigeria,Spain,2014,2703
Nigeria,Sweden,2014,1099
Nigeria,Japan,2014,3828
Nigeria,Norway,2014,371
Nigeria,Russian Federation,2014,2373
Nigeria,Switzerland,2014,1322
Nigeria,Tunisia,2014,229
Nigeria,United Kingdom,2014,2160
Nigeria,United States of America,2014,13780
Panama,Austria,2014,38879
Panama,Belgium,2014,132877
Panama,Bulgaria,2014,15831
Panama,Croatia,2014,10707
Panama,Cyprus,2014,2396
Panama,Czechia,2014,46477
Panama,Denmark,2014,21746
Panama,Estonia,2014,3339
Panama,Finland,2014,30925
Panama,France,2014,181316
Panama,Germany,2014,562863
Panama,Greece,2014,31460
Panama,Hungary,2014,21236
Panama,Ireland,2014,7444
Panama,Italy,2014,238372
Panama,Latvia,2014,5430
Panama,Lithuania,2014,10095
Panama,Luxembourg,2014,10529
Panama,Malta,2014,637
Panama,Netherlands,2014,102385
Panama,Poland,2014,82321
Panama,Portugal,2014,27024
Panama,Romania,2014,24423
Panama,Slovakia,2014,23429
Panama,Slovenia,2014,6857
Panama,Spain,2014,137822
Panama,Sweden,2014,56037
Panama,Japan,2014,195210
Panama,Norway,2014,18942
Panama,Russian Federation,2014,121022
Panama,Switzerland,2014,67382
Panama,Tunisia,2014,11727
Panama,United Kingdom,2014,110110
Panama,United States of America,2014,702750
Papua New Guinea,Austria,2014,615199
Papua New Guinea,Belgium,2014,2102569
Papua New Guinea,Bulgaria,2014,250517
Papua New Guinea,Croatia,2014,169431
Papua New Guinea,Cyprus,2014,37920
Papua New Guinea,Czechia,2014,735415
Papua New Guinea,Denmark,2014,344108
Papua New Guinea,Estonia,2014,52846
Papua New Guinea,Finland,2014,489335
Papua New Guinea,France,2014,2869047
Papua New Guinea,Germany,2014,8906470
Papua New Guinea,Greece,2014,497806
Papua New Guinea,Hungary,2014,336039
Papua New Guinea,Ireland,2014,117795
Papua New Guinea,Italy,2014,3771877
Papua New Guinea,Latvia,2014,85926
Papua New Guinea,Lithuania,2014,159750
Papua New Guinea,Luxembourg,2014,166608
Papua New Guinea,Malta,2014,10085
Papua New Guinea,Netherlands,2014,1620092
Papua New Guinea,Poland,2014,1302609
Papua New Guinea,Portugal,2014,427613
Papua New Guinea,Romania,2014,386466
Papua New Guinea,Slovakia,2014,370733
Papua New Guinea,Slovenia,2014,108517
Papua New Guinea,Spain,2014,2180831
Papua New Guinea,Sweden,2014,886694
Papua New Guinea,Japan,2014,3088905
Papua New Guinea,Norway,2014,299733
Papua New Guinea,Russian Federation,2014,1914984
Papua New Guinea,Switzerland,2014,1066211
Papua New Guinea,Tunisia,2014,185568
Papua New Guinea,United Kingdom,2014,1742325
Papua New Guinea,United States of America,2014,11119976
Peru,Austria,2014,2073534
Peru,Belgium,2014,7086726
Peru,Bulgaria,2014,844370
Peru,Croatia,2014,571071
Peru,Cyprus,2014,127811
Peru,Czechia,2014,2478723
Peru,Denmark,2014,1159819
Peru,Estonia,2014,178119
Peru,Finland,2014,1649309
Peru,France,2014,9670145
Peru,Germany,2014,30019326
Peru,Greece,2014,1677863
Peru,Hungary,2014,1132625
Peru,Ireland,2014,397030
Peru,Italy,2014,12713140
Peru,Latvia,2014,289614
Peru,Lithuania,2014,538438
Peru,Luxembourg,2014,561553
Peru,Malta,2014,33992
Peru,Netherlands,2014,5460532
Peru,Poland,2014,4390453
Peru,Portugal,2014,1441275
Peru,Romania,2014,1302586
Peru,Slovakia,2014,1249558
Peru,Slovenia,2014,365757
Peru,Spain,2014,7350507
Peru,Sweden,2014,2988608
Peru,Japan,2014,10411178
Peru,Norway,2014,1010252
Peru,Russian Federation,2014,6454468
Peru,Switzerland,2014,3593672
Peru,Tunisia,2014,625459
Peru,United Kingdom,2014,5872519
Peru,United States of America,2014,37479968
Philippines,Austria,2014,9148
Philippines,Belgium,2014,31265
Philippines,Bulgaria,2014,3725
Philippines,Croatia,2014,2519
Philippines,Cyprus,2014,563
Philippines,Czechia,2014,10936
Philippines,Denmark,2014,5116
Philippines,Estonia,2014,785
Philippines,Finland,2014,7277
Philippines,France,2014,42663
Philippines,Germany,2014,132439
Philippines,Greece,2014,7403
Philippines,Hungary,2014,4996
Philippines,Ireland,2014,1751
Philippines,Italy,2014,56088
Philippines,Latvia,2014,1277
Philippines,Lithuania,2014,2375
Philippines,Luxembourg,2014,2477
Philippines,Malta,2014,149
Philippines,Netherlands,2014,24091
Philippines,Poland,2014,19370
Philippines,Portugal,2014,6359
Philippines,Romania,2014,5747
Philippines,Slovakia,2014,5513
Philippines,Slovenia,2014,1613
Philippines,Spain,2014,32429
Philippines,Sweden,2014,13186
Philippines,Japan,2014,45932
Philippines,Norway,2014,4456
Philippines,Russian Federation,2014,28476
Philippines,Switzerland,2014,15855
Philippines,Tunisia,2014,2759
Philippines,United Kingdom,2014,25909
Philippines,United States of America,2014,165353
Rwanda,Austria,2014,195157
Rwanda,Belgium,2014,666986
Rwanda,Bulgaria,2014,79470
Rwanda,Croatia,2014,53747
Rwanda,Cyprus,2014,12029
Rwanda,Czechia,2014,233292
Rwanda,Denmark,2014,109159
Rwanda,Estonia,2014,16764
Rwanda,Finland,2014,155229
Rwanda,France,2014,910132
Rwanda,Germany,2014,2825349
Rwanda,Greece,2014,157916
Rwanda,Hungary,2014,106600
Rwanda,Ireland,2014,37367
Rwanda,Italy,2014,1196531
Rwanda,Latvia,2014,27257
Rwanda,Lithuania,2014,50676
Rwanda,Luxembourg,2014,52852
Rwanda,Malta,2014,3199
Rwanda,Netherlands,2014,513933
Rwanda,Poland,2014,413220
Rwanda,Portugal,2014,135649
Rwanda,Romania,2014,122596
Rwanda,Slovakia,2014,117605
Rwanda,Slovenia,2014,34424
Rwanda,Spain,2014,691813
Rwanda,Sweden,2014,281281
Rwanda,Japan,2014,979876
Rwanda,Norway,2014,95082
Rwanda,Russian Federation,2014,607480
Rwanda,Switzerland,2014,338228
Rwanda,Tunisia,2014,58866
Rwanda,United Kingdom,2014,552708
Rwanda,United States of America,2014,3527527
Sierra Leone,Austria,2014,18296
Sierra Leone,Belgium,2014,62530
Sierra Leone,Bulgaria,2014,7450
Sierra Leone,Croatia,2014,5038
Sierra Leone,Cyprus,2014,1127
Sierra Leone,Czechia,2014,21872
Sierra Leone,Denmark,2014,10233
Sierra Leone,Estonia,2014,1571
Sierra Leone,Finland,2014,14553
Sierra Leone,France,2014,85325
Sierra Leone,Germany,2014,264877
Sierra Leone,Greece,2014,14805
Sierra Leone,Hungary,2014,9993
Sierra Leone,Ireland,2014,3503
Sierra Leone,Italy,2014,112175
Sierra Leone,Latvia,2014,2555
Sierra Leone,Lithuania,2014,4750
Sierra Leone,Luxembourg,2014,4954
Sierra Leone,Malta,2014,299
Sierra Leone,Netherlands,2014,48182
Sierra Leone,Poland,2014,38740
Sierra Leone,Portugal,2014,12718
Sierra Leone,Romania,2014,11494
Sierra Leone,Slovakia,2014,11025
Sierra Leone,Slovenia,2014,3227
Sierra Leone,Spain,2014,64858
Sierra Leone,Sweden,2014,26371
Sierra Leone,Japan,2014,91864
Sierra Leone,Norway,2014,8913
Sierra Leone,Russian Federation,2014,56952
Sierra Leone,Switzerland,2014,31709
Sierra Leone,Tunisia,2014,5518
Sierra Leone,United Kingdom,2014,51817
Sierra Leone,United States of America,2014,330706
Sri Lanka,Austria,2014,1525
Sri Lanka,Belgium,2014,5211
Sri Lanka,Bulgaria,2014,621
Sri Lanka,Croatia,2014,419
Sri Lanka,Cyprus,2014,93
Sri Lanka,Czechia,2014,1823
Sri Lanka,Denmark,2014,853
Sri Lanka,Estonia,2014,130
Sri Lanka,Finland,2014,1213
Sri Lanka,France,2014,7111
Sri Lanka,Germany,2014,22074
Sri Lanka,Greece,2014,1234
Sri Lanka,Hungary,2014,833
Sri Lanka,Ireland,2014,291
Sri Lanka,Italy,2014,9348
Sri Lanka,Latvia,2014,212
Sri Lanka,Lithuania,2014,395
Sri Lanka,Luxembourg,2014,412
Sri Lanka,Malta,2014,24
Sri Lanka,Netherlands,2014,4016
Sri Lanka,Poland,2014,3229
Sri Lanka,Portugal,2014,1060
Sri Lanka,Romania,2014,958
Sri Lanka,Slovakia,2014,919
Sri Lanka,Slovenia,2014,268
Sri Lanka,Spain,2014,5405
Sri Lanka,Sweden,2014,2198
Sri Lanka,Japan,2014,7656
Sri Lanka,Norway,2014,743
Sri Lanka,Russian Federation,2014,4746
Sri Lanka,Switzerland,2014,2643
Sri Lanka,Tunisia,2014,459
Sri Lanka,United Kingdom,2014,4319
Sri Lanka,United States of America,2014,27559
Tanzania,Austria,2014,547352
Tanzania,Belgium,2014,1870688
Tanzania,Bulgaria,2014,222888
Tanzania,Croatia,2014,150746
Tanzania,Cyprus,2014,33738
Tanzania,Czechia,2014,654310
Tanzania,Denmark,2014,306158
Tanzania,Estonia,2014,47018
Tanzania,Finland,2014,435370
Tanzania,France,2014,2552634
Tanzania,Germany,2014,7924220
Tanzania,Greece,2014,442907
Tanzania,Hungary,2014,298979
Tanzania,Ireland,2014,104804
Tanzania,Italy,2014,3355895
Tanzania,Latvia,2014,76449
Tanzania,Lithuania,2014,142132
Tanzania,Luxembourg,2014,148233
Tanzania,Malta,2014,8972
Tanzania,Netherlands,2014,1441420
Tanzania,Poland,2014,1158951
Tanzania,Portugal,2014,380455
Tanzania,Romania,2014,343844
Tanzania,Slovakia,2014,329846
Tanzania,Slovenia,2014,96549
Tanzania,Spain,2014,1940318
Tanzania,Sweden,2014,788905
Tanzania,Japan,2014,2748245
Tanzania,Norway,2014,266676
Tanzania,Russian Federation,2014,1703790
Tanzania,Switzerland,2014,948624
Tanzania,Tunisia,2014,165102
Tanzania,United Kingdom,2014,1550173
Tanzania,United States of America,2014,9893609
Thailand,Austria,2014,20583
Thailand,Belgium,2014,70347
Thailand,Bulgaria,2014,8381
Thailand,Croatia,2014,5668
Thailand,Cyprus,2014,1268
Thailand,Czechia,2014,24605
Thailand,Denmark,2014,11512
Thailand,Estonia,2014,1768
Thailand,Finland,2014,16372
Thailand,France,2014,95991
Thailand,Germany,2014,297986
Thailand,Greece,2014,16656
Thailand,Hungary,2014,11242
Thailand,Ireland,2014,3941
Thailand,Italy,2014,126197
Thailand,Latvia,2014,2874
Thailand,Lithuania,2014,5344
Thailand,Luxembourg,2014,5574
Thailand,Malta,2014,337
Thailand,Netherlands,2014,54204
Thailand,Poland,2014,43582
Thailand,Portugal,2014,14307
Thailand,Romania,2014,12931
Thailand,Slovakia,2014,12403
Thailand,Slovenia,2014,3630
Thailand,Spain,2014,72965
Thailand,Sweden,2014,29667
Thailand,Japan,2014,103347
Thailand,Norway,2014,10028
Thailand,Russian Federation,2014,64071
Thailand,Switzerland,2014,35673
Thailand,Tunisia,2014,6208
Thailand,United Kingdom,2014,58294
Thailand,United States of America,2014,372044
Timor-Leste,Austria,2014,84619
Timor-Leste,Belgium,2014,289201
Timor-Leste,Bulgaria,2014,34457
Timor-Leste,Croatia,2014,23304
Timor-Leste,Cyprus,2014,5215
Timor-Leste,Czechia,2014,101154
Timor-Leste,Denmark,2014,47330
Timor-Leste,Estonia,2014,7268
Timor-Leste,Finland,2014,67306
Timor-Leste,France,2014,394628
Timor-Leste,Germany,2014,1225054
Timor-Leste,Greece,2014,68472
Timor-Leste,Hungary,2014,46221
Timor-Leste,Ireland,2014,16202
Timor-Leste,Italy,2014,518809
Timor-Leste,Latvia,2014,11818
Timor-Leste,Lithuania,2014,21973
Timor-Leste,Luxembourg,2014,22916
Timor-Leste,Malta,2014,1387
Timor-Leste,Netherlands,2014,222838
Timor-Leste,Poland,2014,179170
Timor-Leste,Portugal,2014,58816
Timor-Leste,Romania,2014,53157
Timor-Leste,Slovakia,2014,50993
Timor-Leste,Slovenia,2014,14926
Timor-Leste,Spain,2014,299966
Timor-Leste,Sweden,2014,121962
Timor-Leste,Japan,2014,424868
Timor-Leste,Norway,2014,41227
Timor-Leste,Russian Federation,2014,263400
Timor-Leste,Switzerland,2014,146654
Timor-Leste,Tunisia,2014,25524
Timor-Leste,United Kingdom,2014,239651
Timor-Leste,United States of America,2014,1529514
Togo,Austria,2014,102153
Togo,Belgium,2014,349126
Togo,Bulgaria,2014,41597
Togo,Croatia,2014,28133
Togo,Cyprus,2014,6296
Togo,Czechia,2014,122114
Togo,Denmark,2014,57138
Togo,Estonia,2014,8775
Togo,Finland,2014,81252
Togo,France,2014,476397
Togo,Germany,2014,1478894
Togo,Greece,2014,82660
Togo,Hungary,2014,55798
Togo,Ireland,2014,19559
Togo,Italy,2014,626310
Togo,Latvia,2014,14267
Togo,Lithuania,2014,26526
Togo,Luxembourg,2014,27664
Togo,Malta,2014,1674
Togo,Netherlands,2014,269012
Togo,Poland,2014,216295
Togo,Portugal,2014,71004
Togo,Romania,2014,64171
Togo,Slovakia,2014,61559
Togo,Slovenia,2014,18018
Togo,Spain,2014,362121
Togo,Sweden,2014,147233
Togo,Japan,2014,512904
Togo,Norway,2014,49769
Togo,Russian Federation,2014,317978
Togo,Switzerland,2014,177042
Togo,Tunisia,2014,30813
Togo,United Kingdom,2014,289308
Togo,United States of America,2014,1846440
Trinidad & Tobago,Austria,2014,1525
Trinidad & Tobago,Belgium,2014,5211
Trinidad & Tobago,Bulgaria,2014,621
Trinidad & Tobago,Croatia,2014,419
Trinidad & Tobago,Cyprus,2014,93
Trinidad & Tobago,Czechia,2014,1823
Trinidad & Tobago,Denmark,2014,853
Trinidad & Tobago,Estonia,2014,130
Trinidad & Tobago,Finland,2014,1213
Trinidad & Tobago,France,2014,7111
Trinidad & Tobago,Germany,2014,22074
Trinidad & Tobago,Greece,2014,1234
Trinidad & Tobago,Hungary,2014,833
Trinidad & Tobago,Ireland,2014,291
Trinidad & Tobago,Italy,2014,9348
Trinidad & Tobago,Latvia,2014,212
Trinidad & Tobago,Lithuania,2014,395
Trinidad & Tobago,Luxembourg,2014,412
Trinidad & Tobago,Malta,2014,24
Trinidad & Tobago,Netherlands,2014,4016
Trinidad & Tobago,Poland,2014,3229
Trinidad & Tobago,Portugal,2014,1060
Trinidad & Tobago,Romania,2014,958
Trinidad & Tobago,Slovakia,2014,919
Trinidad & Tobago,Slovenia,2014,268
Trinidad & Tobago,Spain,2014,5405
Trinidad & Tobago,Sweden,2014,2198
Trinidad & Tobago,Japan,2014,7656
Trinidad & Tobago,Norway,2014,743
Trinidad & Tobago,Russian Federation,2014,4746
Trinidad & Tobago,Switzerland,2014,2643
Trinidad & Tobago,Tunisia,2014,459
Trinidad & Tobago,United Kingdom,2014,4319
Trinidad & Tobago,United States of America,2014,27559
Uganda,Austria,2014,2623935
Uganda,Belgium,2014,8967835
Uganda,Bulgaria,2014,1068500
Uganda,Croatia,2014,722657
Uganda,Cyprus,2014,161737
Uganda,Czechia,2014,3136678
Uganda,Denmark,2014,1467682
Uganda,Estonia,2014,225400
Uganda,Finland,2014,2087104
Uganda,France,2014,12236999
Uganda,Germany,2014,37987691
Uganda,Greece,2014,2123237
Uganda,Hungary,2014,1433270
Uganda,Ireland,2014,502418
Uganda,Italy,2014,16087731
Uganda,Latvia,2014,366490
Uganda,Lithuania,2014,681362
Uganda,Luxembourg,2014,710613
Uganda,Malta,2014,43015
Uganda,Netherlands,2014,6909982
Uganda,Poland,2014,5555859
Uganda,Portugal,2014,1823849
Uganda,Romania,2014,1648347
Uganda,Slovakia,2014,1581243
Uganda,Slovenia,2014,462844
Uganda,Spain,2014,9301634
Uganda,Sweden,2014,3781908
Uganda,Japan,2014,13174733
Uganda,Norway,2014,1278415
Uganda,Russian Federation,2014,8167750
Uganda,Switzerland,2014,4547580
Uganda,Tunisia,2014,791481
Uganda,United Kingdom,2014,7431327
Uganda,United States of America,2014,47428694
Viet Nam,Austria,2014,19894487
Viet Nam,Belgium,2014,67993484
Viet Nam,Bulgaria,2014,8101295
Viet Nam,Croatia,2014,5479137
Viet Nam,Cyprus,2014,1226283
Viet Nam,Czechia,2014,23782065
Viet Nam,Denmark,2014,11127866
Viet Nam,Estonia,2014,1708968
Viet Nam,Finland,2014,15824270
Viet Nam,France,2014,92780057
Viet Nam,Germany,2014,288019979
Viet Nam,Greece,2014,16098226
Viet Nam,Hungary,2014,10866955
Viet Nam,Ireland,2014,3809304
Viet Nam,Italy,2014,121976031
Viet Nam,Latvia,2014,2778705
Viet Nam,Lithuania,2014,5166043
Viet Nam,Luxembourg,2014,5387818
Viet Nam,Malta,2014,326139
Viet Nam,Netherlands,2014,52390989
Viet Nam,Poland,2014,42124129
Viet Nam,Portugal,2014,13828298
Viet Nam,Romania,2014,12497651
Viet Nam,Slovakia,2014,11988874
Viet Nam,Slovenia,2014,3509256
Viet Nam,Spain,2014,70524324
Viet Nam,Sweden,2014,28674152
Viet Nam,Japan,2014,99889890
Viet Nam,Norway,2014,9692854
Viet Nam,Russian Federation,2014,61927296
Viet Nam,Switzerland,2014,34479428
Viet Nam,Tunisia,2014,6000959
Viet Nam,United Kingdom,2014,56343795
Viet Nam,United States of America,2014,359600993
Yemen,Austria,2014,43453
Yemen,Belgium,2014,148509
Yemen,Bulgaria,2014,17694
Yemen,Croatia,2014,11967
